REF_DATE,GEO,DGUID,Components of population growth,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Jan-00,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,2864,,,,0
Apr-00,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,3552,,,,0
Jul-00,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4171,,,,0
Oct-00,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,3762,,,,0
Jan-01,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,3830,,,,0
Apr-01,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4439,,,,0
Jul-01,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4591,,,,0
Oct-01,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,3546,,,,0
Jan-02,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,3929,,,,0
Apr-02,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4623,,,,0
Jul-02,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,3099,,,,0
Oct-02,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,3131,,,,0
Jan-03,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,3102,,,,0
Apr-03,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4298,,,,0
Jul-03,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4576,,,,0
Oct-03,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,3861,,,,0
Jan-04,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4078,,,,0
Apr-04,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4605,,,,0
Jul-04,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4522,,,,0
Oct-04,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,3275,,,,0
Jan-05,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4355,,,,0
Apr-05,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5293,,,,0
Jul-05,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5590,,,,0
Oct-05,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4169,,,,0
Jan-06,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4727,,,,0
Apr-06,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5444,,,,0
Jul-06,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5713,,,,0
Oct-06,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4833,,,,0
Jan-07,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4014,,,,0
Apr-07,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5593,,,,0
Jul-07,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,6171,,,,0
Oct-07,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5088,,,,0
Jan-08,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5352,,,,0
Apr-08,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,7198,,,,0
Jul-08,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,6457,,,,0
Oct-08,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5202,,,,0
Jan-09,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5764,,,,0
Apr-09,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,7740,,,,0
Jul-09,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,7588,,,,0
Oct-09,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5932,,,,0
Jan-10,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,6765,,,,0
Apr-10,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,9732,,,,0
Jul-10,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,9485,,,,0
Oct-10,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,6675,,,,0
Jan-11,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5917,,,,0
Apr-11,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,8387,,,,0
Jul-11,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,8971,,,,0
Oct-11,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,7689,,,,0
Jan-12,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,7518,,,,0
Apr-12,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,10385,,,,0
Jul-12,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,9082,,,,0
Oct-12,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,9107,,,,0
Jan-13,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,8093,,,,0
Apr-13,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,10583,,,,0
Jul-13,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,9154,,,,0
Oct-13,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,8802,,,,0
Jan-14,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,10350,,,,0
Apr-14,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,12752,,,,0
Jul-14,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,10274,,,,0
Oct-14,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,9147,,,,0
Jan-15,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,8204,,,,0
Apr-15,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,11971,,,,0
Jul-15,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,14171,,,,0
Oct-15,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,12888,,,,0
Jan-16,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,15373,,,,0
Apr-16,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,15435,,,,0
Jul-16,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,10098,,,,0
Oct-16,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,8350,,,,0
Jan-17,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,13387,,,,0
Apr-17,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,12291,,,,0
Jul-17,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,8449,,,,0
Oct-17,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,7993,,,,0
Jan-18,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,10619,,,,0
Apr-18,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,11636,,,,0
Jul-18,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,10392,,,,0
Oct-18,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,9367,,,,0
Jan-19,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,8545,,,,0
Apr-19,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,12419,,,,0
Jul-19,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,12700,,,,0
Oct-19,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,10053,,,,0
Jan-20,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,8478,,,,0
Apr-20,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4263,,,,0
Jul-20,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4895,,,,0
Oct-20,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5334,,,,0
Jan-21,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,6775,,,,0
Apr-21,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,7018,,,,0
Jul-21,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,11475,,,,0
Oct-21,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,14123,,,,0
Jan-22,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,12707,,,,0
Apr-22,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,14255,,,,0
Jul-22,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,12640,,,,0
Oct-22,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,9933,,,,0
Jan-23,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,17157,,,,0
Apr-23,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,14581,,,,0
Jul-23,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,11869,,,,0
Oct-23,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,13981,,,,0
Jan-24,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,15380,,,,0
Apr-24,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,19024,,,,0
Jul-24,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,16917,,,,0
Oct-24,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,15038,,,,0
Jan-25,Alberta,2021A000248,Immigrants,Persons,249,units,0,v29850387,10.1,13661,,,,0
Jan-00,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1063,,,,0
Apr-00,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1095,,,,0
Jul-00,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,2598,,,,0
Oct-00,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1749,,,,0
Jan-01,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1227,,,,0
Apr-01,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1194,,,,0
Jul-01,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,2486,,,,0
Oct-01,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1436,,,,0
Jan-02,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,631,,,,0
Apr-02,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,275,,,,0
Jul-02,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1698,,,,0
Oct-02,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1374,,,,0
Jan-03,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,867,,,,0
Apr-03,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,772,,,,0
Jul-03,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1951,,,,0
Oct-03,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1401,,,,0
Jan-04,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1228,,,,0
Apr-04,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,941,,,,0
Jul-04,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1252,,,,0
Oct-04,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1112,,,,0
Jan-05,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,979,,,,0
Apr-05,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,610,,,,0
Jul-05,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1285,,,,0
Oct-05,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1140,,,,0
Jan-06,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1250,,,,0
Apr-06,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,789,,,,0
Jul-06,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,135,,,,0
Oct-06,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1284,,,,0
Jan-07,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1144,,,,0
Apr-07,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,719,,,,0
Jul-07,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1968,,,,0
Oct-07,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1475,,,,0
Jan-08,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1501,,,,0
Apr-08,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1306,,,,0
Jul-08,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,2034,,,,0
Oct-08,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1643,,,,0
Jan-09,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1248,,,,0
Apr-09,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,827,,,,0
Jul-09,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1506,,,,0
Oct-09,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1295,,,,0
Jan-10,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1313,,,,0
Apr-10,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1082,,,,0
Jul-10,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,825,,,,0
Oct-10,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1167,,,,0
Jan-11,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1284,,,,0
Apr-11,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,410,,,,0
Jul-11,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1897,,,,0
Oct-11,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1390,,,,0
Jan-12,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1370,,,,0
Apr-12,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,807,,,,0
Jul-12,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1508,,,,0
Oct-12,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1261,,,,0
Jan-13,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1350,,,,0
Apr-13,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,811,,,,0
Jul-13,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,792,,,,0
Oct-13,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1311,,,,0
Jan-14,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1538,,,,0
Apr-14,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,908,,,,0
Jul-14,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1353,,,,0
Oct-14,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1423,,,,0
Jan-15,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1511,,,,0
Apr-15,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,904,,,,0
Jul-15,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1531,,,,0
Oct-15,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1754,,,,0
Jan-16,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1762,,,,0
Apr-16,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1068,,,,0
Jul-16,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,2573,,,,0
Oct-16,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,2064,,,,0
Jan-17,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,2231,,,,0
Apr-17,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1500,,,,0
Jul-17,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1712,,,,0
Oct-17,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1264,,,,0
Jan-18,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1564,,,,0
Apr-18,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1034,,,,0
Jul-18,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1140,,,,0
Oct-18,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1403,,,,0
Jan-19,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1619,,,,0
Apr-19,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,969,,,,0
Jul-19,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1510,,,,0
Oct-19,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1137,,,,0
Jan-20,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1381,,,,0
Apr-20,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,427,,,,0
Jul-20,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,274,,,,0
Oct-20,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1176,,,,0
Jan-21,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1652,,,,0
Apr-21,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1476,,,,0
Jul-21,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1152,,,,0
Oct-21,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1661,,,,0
Jan-22,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,2093,,,,0
Apr-22,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1398,,,,0
Jul-22,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1255,,,,0
Oct-22,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1569,,,,0
Jan-23,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1915,,,,0
Apr-23,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1204,,,,0
Jul-23,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1294,,,,0
Oct-23,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1615,,,,0
Jan-24,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1969,,,,0
Apr-24,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1241,,,,0
Jul-24,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1335,,,,0
Oct-24,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,1662,,,,0
Jan-25,Alberta,2021A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,2031,,,,0
Jan-00,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,894,,,,0
Apr-00,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1211,,,,0
Jul-00,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2638,,,,0
Oct-00,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1455,,,,0
Jan-01,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1031,,,,0
Apr-01,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1311,,,,0
Jul-01,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2772,,,,0
Oct-01,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1323,,,,0
Jan-02,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,651,,,,0
Apr-02,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,816,,,,0
Jul-02,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2112,,,,0
Oct-02,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1266,,,,0
Jan-03,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,921,,,,0
Apr-03,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1210,,,,0
Jul-03,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2571,,,,0
Oct-03,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1317,,,,0
Jan-04,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1155,,,,0
Apr-04,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1361,,,,0
Jul-04,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2093,,,,0
Oct-04,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1162,,,,0
Jan-05,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1033,,,,0
Apr-05,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1241,,,,0
Jul-05,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2320,,,,0
Oct-05,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1193,,,,0
Jan-06,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1333,,,,0
Apr-06,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1470,,,,0
Jul-06,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2383,,,,0
Oct-06,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1570,,,,0
Jan-07,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1490,,,,0
Apr-07,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1665,,,,0
Jul-07,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2654,,,,0
Oct-07,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1552,,,,0
Jan-08,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1571,,,,0
Apr-08,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1808,,,,0
Jul-08,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2899,,,,0
Oct-08,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1768,,,,0
Jan-09,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1474,,,,0
Apr-09,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1527,,,,0
Jul-09,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2311,,,,0
Oct-09,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1444,,,,0
Jan-10,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1450,,,,0
Apr-10,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1731,,,,0
Jul-10,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2169,,,,0
Oct-10,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1530,,,,0
Jan-11,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1617,,,,0
Apr-11,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1485,,,,0
Jul-11,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,3128,,,,0
Oct-11,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1666,,,,0
Jan-12,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1654,,,,0
Apr-12,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1777,,,,0
Jul-12,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2875,,,,0
Oct-12,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1502,,,,0
Jan-13,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1569,,,,0
Apr-13,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1710,,,,0
Jul-13,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2451,,,,0
Oct-13,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1576,,,,0
Jan-14,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1773,,,,0
Apr-14,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1792,,,,0
Jul-14,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2889,,,,0
Oct-14,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1750,,,,0
Jan-15,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1738,,,,0
Apr-15,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1955,,,,0
Jul-15,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,3032,,,,0
Oct-15,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1979,,,,0
Jan-16,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2004,,,,0
Apr-16,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1987,,,,0
Jul-16,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,5569,,,,0
Oct-16,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,3342,,,,0
Jan-17,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,3567,,,,0
Apr-17,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,3487,,,,0
Jul-17,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,4633,,,,0
Oct-17,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2444,,,,0
Jan-18,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2751,,,,0
Apr-18,Alberta,2021A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2973,,,,0
